Ticker,ipo_date,Open,High,Low,Close,Adj Close,Volume
NETEL.ST,2021-10-15,48.0,48.994998931884766,45.005001068115234,47.900001525878906,47.900001525878906,1584075
BFG.ST,2021-10-15,75.0,75.19999694824219,67.58000183105469,71.0,71.0,12721279
NORB-B.ST,2021-10-12,26.8799991607666,26.8799991607666,25.614999771118164,26.0,25.10344696044922,2706521
TRUE-B.ST,2021-10-08,60.0,60.43000030517578,51.0,52.0,52.0,12120580
STOR-B.ST,2021-10-06,38.619998931884766,50.5,38.415000915527344,50.5,49.96179962158203,57093815
TRANS.ST,2021-09-29,32.79999923706055,33.400001525878906,31.899999618530273,32.79999923706055,32.79999923706055,315102
FASTAT.ST,2021-09-16,21.0,21.200000762939453,20.299999237060547,20.399999618530273,19.266666412353516,251250
PRFO.ST,2021-07-01,70.0,85.02999877929688,68.0,84.0,78.26091766357422,720733
SEZI.ST,2021-06-30,24.0,26.0,23.200000762939453,25.0,25.0,348097
INFREA.ST,2021-06-29,44.0,44.0,40.5,43.20000076293945,43.20000076293945,26438
CPAC-SPAC.ST,2021-06-23,100.0,100.0,96.01000213623047,98.69999694824219,98.69999694824219,2062458
RVRC.ST,2021-06-16,82.5,88.95999908447266,82.0999984741211,87.80000305175781,85.2359848022461,5669357
SDIP-B.ST,2021-06-11,362.0,364.5,348.0,349.0,337.7821044921875,51982
SIVE.ST,2021-06-10,30.399999618530273,30.84000015258789,28.600000381469727,29.559999465942383,29.559999465942383,1435701
SLEEP.ST,2021-06-08,90.5,96.98999786376953,75.0,78.5,67.77107238769531,548543
MILDEF.ST,2021-06-04,44.0,47.005001068115234,36.5,36.900001525878906,36.484458923339844,2126003
CIBUS.ST,2021-06-01,200.0,200.0,192.5,194.0,191.97361755371094,331892
LINC.ST,2021-05-28,85.0,96.91999816894531,84.72000122070312,85.0,85.0,3753262
SF.ST,2021-05-26,88.0,90.0,83.3499984741211,84.6500015258789,84.6500015258789,3634228
ARPL.ST,2021-05-25,52.0,59.4900016784668,49.29999923706055,58.0,54.48785400390625,574625
HEM.ST,2021-04-27,151.0,182.94000244140625,151.0,176.5399932861328,174.7202911376953,6326006
OVZON.ST,2021-04-20,91.80000305175781,91.80000305175781,86.9000015258789,90.0,90.0,164697
PIERCE.ST,2021-03-26,69.0,72.0,68.69999694824219,72.0,72.0,1644581
YUBICO.ST,2021-03-25,107.0,109.0,102.12000274658203,102.12000274658203,102.12000274658203,3379530
CINT.ST,2021-02-19,90.0,100.0,82.58999633789062,100.0,100.0,15627667
TRIAN-B.ST,2020-12-17,34.375,34.75,33.75,34.5,33.62165451049805,1007504
MAHA-A.ST,2020-12-17,12.510000228881836,12.90999984741211,12.3100004196167,12.5600004196167,12.5600004196167,727345
ANNE-B.ST,2020-12-11,35.0,36.5,32.185001373291016,33.79999923706055,33.79999923706055,1361882
FG.ST,2020-12-09,73.41999816894531,77.75,70.0,76.5,74.0067367553711,1956635
SAVE.ST,2020-11-25,109.0,109.0,100.5999984741211,105.0,96.87493133544922,15999846
NPAPER.ST,2020-10-22,42.78499984741211,42.78499984741211,38.540000915527344,42.0,33.81178665161133,5896356
WBGR-B.ST,2020-10-13,108.0,112.0,100.26000213623047,106.0,94.010498046875,2289645
QLIRO.ST,2020-10-02,42.03499984741211,43.0,37.0,37.400001525878906,37.400001525878906,617423
IRLAB-A.ST,2020-09-30,49.45000076293945,49.95000076293945,47.5,49.95000076293945,49.95000076293945,134159
READ.ST,2020-09-17,61.0,66.91000366210938,59.310001373291016,65.0,65.0,5364261
GPG.ST,2020-06-30,86.0,91.0,76.0,76.0,75.3014907836914,989411
IRRAS.ST,2020-05-20,7.789999961853027,7.840000152587891,7.420000076293945,7.5,7.5,182095
BICO.ST,2020-04-20,103.5999984741211,105.0,100.19999694824219,103.5999984741211,103.5999984741211,254610
XSPRAY.ST,2020-03-27,54.099998474121094,57.0,51.0,52.0,52.0,23609
EPRO-B.ST,2020-03-23,19.0,22.540000915527344,16.0,18.75,18.3614501953125,19115956
KFAST-B.ST,2019-11-29,23.333332061767578,28.163333892822266,22.670000076293945,27.16666603088379,27.16666603088379,6655416
SBB-B.ST,2019-09-20,20.80601692199707,21.05548858642578,20.456754684448242,20.456754684448242,17.317630767822266,6957921
EGTX.ST,2019-10-31,19.8799991607666,19.8799991607666,19.299999237060547,19.68000030517578,19.68000030517578,175717
VICO.ST,2019-09-27,17.350000381469727,17.549999237060547,17.0,17.200000762939453,17.200000762939453,218342
XBRANE.ST,2019-09-23,33.5,33.5,32.0,32.70000076293945,32.70000076293945,65185
8TRA.ST,2019-06-28,281.1499938964844,283.0,277.5,278.54998779296875,275.1341552734375,1121793
K2A-B.ST,2019-06-20,15.100000381469727,16.0,15.0,15.800000190734863,15.318872451782227,1767220
JOMA.ST,2019-06-05,100.0,104.0,99.0,102.0,102.0,1983631
GREEN.ST,2019-04-16,35.400001525878906,36.0,34.400001525878906,34.79999923706055,34.79999923706055,75144
KAR.ST,2019-04-11,46.5,47.96500015258789,43.0,44.29999923706055,43.071128845214844,6360842
VPLAY-B.ST,2019-03-28,217.5,237.9499969482422,210.0,219.39999389648438,213.4437713623047,1482345
HANZA.ST,2019-03-25,17.049999237060547,17.450000762939453,16.649999618530273,17.0,16.163753509521484,118044
ACE.ST,2019-03-13,24.0,25.899999618530273,24.0,24.875,24.875,771688
QLINEA.ST,2018-12-07,68.19000244140625,68.9000015258789,66.19999694824219,67.38999938964844,67.38999938964844,1799330
LIME.ST,2018-12-06,75.0,80.01000213623047,72.0,75.0,71.90857696533203,344665
NYF.ST,2018-11-23,42.20000076293945,45.834999084472656,41.165000915527344,42.33000183105469,37.48444747924805,2220690
BRIN-B.ST,2018-09-27,17.899999618530273,18.0,17.5,17.700000762939453,17.700000762939453,18438
CANTA.ST,2018-09-25,23.700000762939453,24.399999618530273,21.600000381469727,22.399999618530273,22.399999618530273,571195
IBT-B.ST,2018-09-10,184.5,189.0,178.5,189.0,189.0,38967
CALTX.ST,2018-06-29,45.04999923706055,47.5,45.04999923706055,46.994998931884766,46.994998931884766,1933756
PENG-B.ST,2018-06-19,48.0,48.0,47.0,47.005001068115234,41.302825927734375,777796
EPI-B.ST,2018-06-18,84.0,86.19999694824219,81.12000274658203,85.80000305175781,76.66204833984375,10872146
IPCO.ST,2018-06-08,58.400001525878906,62.0,56.599998474121094,60.5,60.5,820682
BETCO.ST,2018-06-08,60.0,71.0,60.0,68.0,68.0,1476288
NCAB.ST,2018-06-05,7.511000156402588,7.670000076293945,7.498000144958496,7.550000190734863,4.392230033874512,10496320
STEF-B.ST,2018-04-10,81.80000305175781,84.0,79.0,84.0,82.06705474853516,46791
NIL-B.ST,2018-04-04,92.0999984741211,93.0999984741211,85.0,88.0,69.13033294677734,9425
IMMNOV.ST,2018-04-03,123.5999984741211,130.0,120.19999694824219,123.80000305175781,123.80000305175781,67534
RAIL.ST,2018-04-03,20.700000762939453,21.0,19.799999237060547,20.600000381469727,18.019323348999023,15578
BHG.ST,2018-03-27,48.0,48.0,41.0,42.0,42.0,6945118
IMMU.ST,2018-01-15,7.437549114227295,7.437549114227295,6.708768844604492,6.89845085144043,6.89845085144043,1021313
